events_id,User_id,ad_id,Interaction_score,device_type,geo_location,Product_id,product_name,product_category,conversion_value,timestamp
c192b619-e4ad-4a34-ba22-98ff885136f5,70,,4,desktop,East Emilybury,38,Columbia Rain Pants,outdoor,89.99,2024-09-10T03:26:03.895660
0e3493b3-5bea-4514-bb8d-60e8b9956482,56,,2,mobile,Portertown,31,Weber Charcoal Grill,home,0.0,2024-03-17T03:26:03.895780
beee0404-096a-4c2d-8c41-a1cff7098e70,18,,2,desktop,Port Christopher,29,Columbia Hiking Boots,outdoor,0.0,2024-04-18T03:26:03.895875
deab38aa-9232-44c4-acc1-2fd33bf9edec,4,27.0,2,mobile,New Donna,1,Air Force 1s,fashion,0.0,2024-03-02T03:26:03.895967
35d0562b-eb11-4ddf-b33e-e18dd140b29e,81,35.0,4,mobile,Port Rogerfurt,38,Columbia Rain Pants,outdoor,89.99,2024-08-02T03:26:03.896087
950987c2-de9b-459a-88c2-fa413b73483a,25,36.0,0,desktop,West Juliashire,5,Dell XPS 13,electronics,0.0,2024-03-05T03:26:03.896186
da30f915-b928-4ed9-8272-f61390afd956,67,,4,tablet,Antonioburgh,21,Echo Dot (5th Gen),electronics,49.99,2024-03-11T03:26:03.896277
d38b18e1-171f-4196-aef8-0c4b96d8c8a3,81,,2,mobile,Lake Amy,23,Patagonia Rain Jacket,outdoor,0.0,2024-06-07T03:26:03.896393
623e9432-875c-4f1c-92c2-fd0554c58a0b,66,35.0,4,tablet,West Kevin,36,Keurig K-Elite Coffee Maker,home,139.99,2024-11-25T03:26:03.896488
3c5b055d-148b-426f-bcfc-38992cc1332f,57,38.0,1,tablet,Fieldstown,32,Canon EOS M50,electronics,0.0,2024-09-18T03:26:03.896611
4485c183-d0f6-4703-b9fc-9829976907ab,60,15.0,4,tablet,Cathyfort,8,North Face Backpack,accessories,99.99,2024-06-28T03:26:03.896705
7e5aea2d-cbf5-4f48-a3fc-444eac81e35b,3,,2,mobile,Cynthiaport,23,Patagonia Rain Jacket,outdoor,0.0,2024-04-24T03:26:03.896799
0237cffe-6c57-4c6e-901f-3238ca463ce9,7,,4,tablet,Barberside,10,Peloton Bike,fitness,2499.0,2024-10-27T03:26:03.896925
6d34dcbe-7d2e-46ec-ac7f-c2537aa30fb9,83,,2,desktop,Fitzgeraldport,16,GoPro Hero 11,electronics,0.0,2024-09-13T03:26:03.897045
9d6976c1-41fe-4b04-8c30-dbb213c3a6f7,63,34.0,1,tablet,Herringland,32,Canon EOS M50,electronics,0.0,2024-03-09T03:26:03.897162
f7628d2e-66e9-43f5-b257-5dfcf7e2fb61,61,8.0,1,desktop,Robertview,32,Canon EOS M50,electronics,0.0,2024-04-21T03:26:03.897255
42f0b816-1614-4cef-b952-380fc6a5f5b1,75,33.0,1,desktop,Kelleyton,35,Google Nest Hub,electronics,0.0,2024-03-06T03:26:03.897396
292fff93-8b64-4000-a5e0-d79cacc2f568,2,,4,mobile,Christopherhaven,27,Theragun Elite,fitness,399.0,2024-10-08T03:26:03.897494
1f7e3511-a5be-4d22-adca-062729455cfd,55,5.0,0,desktop,Port Brendantown,15,Samsonite Spinner Luggage,accessories,0.0,2024-12-17T03:26:03.897592
94b9795b-68d3-4d26-94ac-dcc8b1ce3e94,48,4.0,4,mobile,Robertberg,5,Dell XPS 13,electronics,1099.99,2024-03-03T03:26:03.897683
65db7450-52ac-48eb-9e36-4b9ef60ff2cd,54,2.0,4,mobile,Leehaven,20,Ray-Ban Aviator Sunglasses,accessories,179.99,2024-08-03T03:26:03.897802
072db8c9-63c9-4015-862d-26d14280801f,85,,4,mobile,Michaelfort,15,Samsonite Spinner Luggage,accessories,200.0,2024-02-23T03:26:03.897897
9d7e2012-a1c8-4ab4-9a79-e78556c674da,25,,4,mobile,Leonardfort,14,Kindle Paperwhite,electronics,139.99,2024-08-17T03:26:03.898037
8f190170-0125-43f6-a485-3e2c6bbbdde1,34,,4,mobile,Lake John,26,Nespresso Vertuo Plus,home,159.99,2024-03-10T03:26:03.898133
ea3d8201-b2d6-45f3-b620-0d55ba390ed9,36,12.0,4,desktop,North Curtisstad,21,Echo Dot (5th Gen),electronics,49.99,2024-12-08T03:26:03.898230
3f0e74b6-3e47-4aea-b1dd-8cf9fd747711,42,,4,tablet,South Jeremy,23,Patagonia Rain Jacket,outdoor,149.0,2024-04-23T03:26:03.898341
57008014-56f1-4329-a896-ca3a57fc580c,1,6.0,2,desktop,Kellyborough,33,Osprey Hiking Backpack,outdoor,0.0,2024-11-03T03:26:03.898435
74b14c16-472f-40a7-8ac2-e435cb288843,11,22.0,1,desktop,South Judy,31,Weber Charcoal Grill,home,0.0,2024-01-24T03:26:03.898525
d3814f45-88fb-423e-9451-2ba5c9ab8292,58,,2,mobile,Amberburgh,4,Herman Miller Chair,office,0.0,2024-06-15T03:26:03.898616
aeb68a3a-8bf8-4d07-bfa1-8a0d8734c9cc,63,,4,tablet,Figueroaberg,11,Apple Watch Series 7,electronics,399.0,2024-07-06T03:26:03.898735
93ef79e6-2f20-4a92-a2ed-a47ff7cfd6e1,30,,4,mobile,West Kevinmouth,10,Peloton Bike,fitness,2499.0,2024-11-23T03:26:03.898831
20e6e8d0-8bfa-4c6d-91c3-3ba05e80bcda,88,,2,mobile,North Douglas,29,Columbia Hiking Boots,outdoor,0.0,2024-07-29T03:26:03.898920
b7b5b8a7-71a7-4a50-a5c5-056b9fb78060,90,,2,mobile,New Sydney,35,Google Nest Hub,electronics,0.0,2024-06-08T03:26:03.899008
b6c9dfec-ae79-43d3-8d85-468e88e5b068,81,,4,tablet,Adrianchester,4,Herman Miller Chair,office,1400.0,2024-12-17T03:26:03.899097
b717cb30-6fdb-46d8-9316-7f4b36c43285,81,31.0,0,desktop,West Kennethburgh,23,Patagonia Rain Jacket,outdoor,0.0,2024-06-25T03:26:03.899190
0f26038d-a065-4719-8064-1ef47f12710c,9,9.0,4,mobile,Shawnabury,24,Bose QuietComfort Earbuds,electronics,279.0,2023-12-30T03:26:03.899278
0e10a19c-bcaf-4961-91b3-b818d687c5da,48,34.0,4,tablet,Millerland,28,Roku Streaming Stick 4K,electronics,49.99,2024-06-03T03:26:03.899432
1ecd5109-ebfe-4fcd-af00-c41c2b89c920,33,14.0,4,tablet,Rhodesberg,17,Dyson V15 Vacuum,home,699.99,2024-01-10T03:26:03.899554
36185f4b-0035-4e56-a99e-def8bd814f9a,43,,2,desktop,Benjaminberg,30,Tile Mate (4-Pack),electronics,0.0,2024-12-24T03:26:03.899674
f0977b66-1947-4cec-bf21-8b67bb48eb30,75,,2,mobile,Johnsonview,6,Nike Running Shoes,fitness,0.0,2024-08-02T03:26:03.899792
65ddc5cd-f307-4e3e-8904-ac301ec02724,69,,4,mobile,Paigeport,10,Peloton Bike,fitness,2499.0,2024-12-21T03:26:03.899887
22c4bd2d-d97c-498b-882a-c8aa5f6ed597,24,27.0,1,desktop,Jessicachester,2,MacBook Pro,electronics,0.0,2024-04-16T03:26:03.899977
ea951809-fa23-4f10-ad22-145f0a9ef51b,37,1.0,4,mobile,Millerfurt,21,Echo Dot (5th Gen),electronics,49.99,2024-02-01T03:26:03.900095
6c5bbfa6-ebdc-4c6d-a3fb-1f2824849190,34,,2,mobile,Adamsport,17,Dyson V15 Vacuum,home,0.0,2024-08-24T03:26:03.900213
9b823e4f-6304-4f7f-8541-8feb9c2edd15,48,15.0,0,mobile,Joneschester,9,Galaxy S21,electronics,0.0,2024-07-18T03:26:03.900354
16d3da79-bd2d-431a-877f-0f9bc1e99b15,38,,2,desktop,Michaelhaven,36,Keurig K-Elite Coffee Maker,home,0.0,2024-01-01T03:26:03.900451
5de3dc94-c64d-4cbe-94a9-91d52a2c6543,86,11.0,0,desktop,New Ruth,26,Nespresso Vertuo Plus,home,0.0,2024-08-13T03:26:03.900542
d8c301ad-bcc3-4e7a-9e2a-73a27ba36a0f,72,,4,mobile,East Isaacside,23,Patagonia Rain Jacket,outdoor,149.0,2024-06-27T03:26:03.900638
4bf345a6-8cbb-40ef-8474-55c2f664e609,22,18.0,4,desktop,Cathyside,9,Galaxy S21,electronics,799.99,2024-01-27T03:26:03.900749
99057b29-1707-418e-a12e-7c272d61538a,58,,2,tablet,West Jessicachester,7,Coleman Sundome Tent,outdoor,0.0,2024-11-06T03:26:03.900845
8c8f4301-cf9c-4a94-beb8-d409d336ddb7,44,,2,desktop,Mccoymouth,5,Dell XPS 13,electronics,0.0,2024-06-04T03:26:03.900964
3f560176-819e-4505-9818-c67db40a1298,72,,2,tablet,Perryport,5,Dell XPS 13,electronics,0.0,2024-02-08T03:26:03.901080
a0334b1f-158d-442a-bdb9-a2d331ff692d,29,19.0,2,tablet,Jeffreyborough,35,Google Nest Hub,electronics,0.0,2024-09-22T03:26:03.901171
40d509f9-d029-4046-bce9-1d7fcc81d02e,52,18.0,4,mobile,North Christopherberg,19,Lululemon Yoga Pants,fashion,98.0,2024-02-01T03:26:03.901267
9f72d797-6912-42df-9f61-c23d2ff91f65,37,,2,tablet,Matthewbury,30,Tile Mate (4-Pack),electronics,0.0,2024-06-03T03:26:03.901376
557b3ccf-5cb2-4c60-9e75-6e58e7df7cf5,10,19.0,2,desktop,East Anthony,25,Standing Desk Converter,office,0.0,2024-03-17T03:26:03.901470
4ba019fa-e794-4856-974e-ea7072a6c767,68,16.0,0,desktop,Port Elizabethview,28,Roku Streaming Stick 4K,electronics,0.0,2024-12-04T03:26:03.901567
0f48caa6-d9e4-4820-91be-f96794d5c150,77,27.0,0,tablet,Port Alexander,3,Hydro Flask,beverages,0.0,2024-06-27T03:26:03.901659
84d42392-d442-423d-aa7a-1c7f50d5b348,53,22.0,0,desktop,Davistown,3,Hydro Flask,beverages,0.0,2024-03-11T03:26:03.901781
a5f17626-c6e2-4f9e-a064-7af098d23f42,91,3.0,1,tablet,North Susan,37,Samsung 4K UHD TV,electronics,0.0,2024-03-13T03:26:03.901876
4f551bac-4e3e-4e64-b647-36f48f925324,96,,4,tablet,Williamstown,28,Roku Streaming Stick 4K,electronics,49.99,2024-09-11T03:26:03.901998
2ce9ccbc-0333-4c86-9d35-80d85f7eca54,31,,2,tablet,East Amychester,19,Lululemon Yoga Pants,fashion,0.0,2024-03-24T03:26:03.902096
c8f2abad-32fd-4530-b0c8-a2a27c5cd17e,98,1.0,2,desktop,Brittanyview,9,Galaxy S21,electronics,0.0,2024-07-28T03:26:03.902188
f0b37d8b-dfbc-4def-b1cc-a98b6a0f4382,31,4.0,2,tablet,Campbellbury,18,Instant Pot Duo,home,0.0,2024-07-22T03:26:03.902328
2da02c9a-4d97-4dc6-b91e-9323aff5ecd2,73,,2,mobile,Allenbury,4,Herman Miller Chair,office,0.0,2024-07-28T03:26:03.902456
50213e06-8326-414b-8799-1cbcd126e913,14,26.0,4,tablet,Jacksonfurt,18,Instant Pot Duo,home,119.0,2024-08-10T03:26:03.902572
f0efadc5-45cc-44d9-9a2f-fe30a86f67d5,74,,4,mobile,New Garymouth,10,Peloton Bike,fitness,2499.0,2024-09-09T03:26:03.902672
6ba9d651-2a93-46bc-888b-dfea15bf98e2,85,21.0,1,tablet,Johnport,37,Samsung 4K UHD TV,electronics,0.0,2024-09-04T03:26:03.902764
c6f09f5d-c86d-43c3-b070-51b63ed096a4,31,,4,desktop,New Josephtown,33,Osprey Hiking Backpack,outdoor,189.99,2024-11-17T03:26:03.902858
98c06ffc-0eea-4845-b1d7-978872be0e91,5,,2,tablet,South Savannah,15,Samsonite Spinner Luggage,accessories,0.0,2024-11-04T03:26:03.902948
3b015cd1-17db-4fee-81e3-751120c4272c,33,33.0,1,tablet,Rhondaside,7,Coleman Sundome Tent,outdoor,0.0,2024-12-17T03:26:03.903040
9a8e5a29-80dd-4d0b-9e10-f533c804893d,89,,2,tablet,Christophertown,37,Samsung 4K UHD TV,electronics,0.0,2024-03-01T03:26:03.903130
712f10ab-27e4-409f-af21-fed3f6645a64,13,11.0,0,tablet,North Zacharyfurt,35,Google Nest Hub,electronics,0.0,2024-02-15T03:26:03.903225
19e57d98-99ca-4bf0-ba33-74fd5617b756,83,,2,mobile,Contrerasfurt,30,Tile Mate (4-Pack),electronics,0.0,2024-04-24T03:26:03.903395
eacfa7db-ba15-40dd-bc7e-379aed28413f,50,,4,desktop,Hernandezberg,33,Osprey Hiking Backpack,outdoor,189.99,2024-06-19T03:26:03.903525
d57650e4-12cc-479c-9aaf-405242fed3c3,6,22.0,0,desktop,New Anthony,10,Peloton Bike,fitness,0.0,2024-02-04T03:26:03.903618
8e37de83-9422-4967-a42a-7e6e532db55f,1,8.0,0,tablet,New Matthew,16,GoPro Hero 11,electronics,0.0,2024-10-12T03:26:03.903710
a5d697c2-41ed-4810-bc74-a2eb2f782897,6,32.0,2,tablet,Smithport,9,Galaxy S21,electronics,0.0,2024-12-08T03:26:03.903826
42dd3448-d2fa-4301-b39e-c0367963ad07,95,7.0,4,desktop,New Whitneybury,27,Theragun Elite,fitness,399.0,2024-04-28T03:26:03.903927
873384b9-f7eb-4b12-b1ea-7944376221e0,95,,4,mobile,Lake Dennis,22,Schwinn Mountain Bike,outdoor,599.99,2023-12-28T03:26:03.904019
0988a2f8-d75d-4b45-8d17-5b3035f667b7,46,,2,desktop,South Johnstad,6,Nike Running Shoes,fitness,0.0,2024-03-13T03:26:03.904115
4d34d962-419f-45d5-8954-f83445871aa3,19,29.0,0,desktop,North Brandy,11,Apple Watch Series 7,electronics,0.0,2024-07-28T03:26:03.904204
53119587-5bc4-4ebf-a3dd-262a594feab8,25,,4,desktop,Longfurt,10,Peloton Bike,fitness,2499.0,2024-10-26T03:26:03.904341
5b36ab75-76fa-41ed-a4a7-a71430b08e56,79,,2,mobile,Robertsview,8,North Face Backpack,accessories,0.0,2024-04-30T03:26:03.904464
0f2020fd-2d21-47ca-a1c6-fda12d3f8c6e,14,,4,tablet,West Tara,14,Kindle Paperwhite,electronics,139.99,2024-10-08T03:26:03.904556
23727c5d-f3fb-4093-b451-4160a47d0d73,97,,2,mobile,Shepherdborough,37,Samsung 4K UHD TV,electronics,0.0,2024-11-04T03:26:03.904676
778039bb-8a84-45b4-a4cc-05d99b5bda03,6,,2,desktop,East Maryberg,19,Lululemon Yoga Pants,fashion,0.0,2024-07-21T03:26:03.904770
9b28d0a3-5475-42ae-a97d-ea065fbf949f,61,,4,mobile,Lake Kimberlyland,17,Dyson V15 Vacuum,home,699.99,2024-09-01T03:26:03.904863
a3b8d4b1-8fc9-45f8-bb5a-21aad84bf97b,97,,4,mobile,Laurashire,13,Fitbit Charge 5,fitness,129.95,2024-12-14T03:26:03.905076
177c1fb9-b5aa-4e24-b67c-a7d111db2718,45,4.0,4,mobile,South Lindaton,12,Yeti Tumbler,beverages,30.0,2024-09-13T03:26:03.905252
7bdcbedb-06f4-4a61-b98a-6f92bfb1fc67,96,25.0,0,mobile,West Erika,5,Dell XPS 13,electronics,0.0,2024-06-01T03:26:03.905441
3e255179-a07e-4aaf-a05a-bb1ed8de8671,25,38.0,0,mobile,Ortizland,8,North Face Backpack,accessories,0.0,2024-07-15T03:26:03.905694
81e240b0-dbfc-4181-b56a-cbf5b3b205a5,32,5.0,0,mobile,Noahtown,19,Lululemon Yoga Pants,fashion,0.0,2024-05-29T03:26:03.905803
51b3dab6-cd11-4a3d-a818-e91e6f55938a,62,5.0,2,desktop,Williamsfurt,15,Samsonite Spinner Luggage,accessories,0.0,2024-02-18T03:26:03.905925
602066d8-3d51-43ca-ab3f-9a315a95c675,63,,2,desktop,Fosterfurt,28,Roku Streaming Stick 4K,electronics,0.0,2024-06-09T03:26:03.906045
f8eb66b7-ffa0-4cf3-886c-f69e92c276a8,37,22.0,1,desktop,Lake Christy,31,Weber Charcoal Grill,home,0.0,2024-08-11T03:26:03.906143
8e88b600-85d9-45ef-864e-78a284f703b6,58,17.0,4,tablet,Michaelfort,26,Nespresso Vertuo Plus,home,159.99,2024-06-05T03:26:03.906234
3cdb0010-753d-45da-aa8c-b55a4c93c3a0,61,32.0,0,tablet,Gloriachester,10,Peloton Bike,fitness,0.0,2023-12-30T03:26:03.906372
e9428d74-e02c-4ed1-ad1e-f93bac15c136,92,,2,desktop,North Ray,20,Ray-Ban Aviator Sunglasses,accessories,0.0,2023-12-28T03:26:03.906478
fe685ee4-4c64-4921-9283-37550c512bcd,1,,2,desktop,Lake Cynthiaside,23,Patagonia Rain Jacket,outdoor,0.0,2024-03-28T03:26:03.906593
828ae9e7-e3c3-4470-80e4-424b13bcf89f,14,6.0,2,mobile,Jacobfurt,26,Nespresso Vertuo Plus,home,0.0,2024-01-22T03:26:03.906685
15457d8f-eefa-4b4b-8761-43b953d054b9,16,,2,mobile,North Kathleenshire,23,Patagonia Rain Jacket,outdoor,0.0,2024-03-16T03:26:03.906803
d3320779-e28c-4141-a731-374268ab7f9c,57,30.0,4,mobile,South Reginaldfurt,13,Fitbit Charge 5,fitness,129.95,2024-10-17T03:26:03.906904
aba94382-140c-47b4-b59a-ff995142daa0,53,35.0,0,mobile,West Arthurmouth,15,Samsonite Spinner Luggage,accessories,0.0,2023-12-29T03:26:03.907000
ae5c2335-c307-4e7b-bc75-d37c01c8cdd3,1,,2,mobile,West Carolynton,35,Google Nest Hub,electronics,0.0,2024-12-24T03:26:03.907099
2c11742c-e51f-4458-a296-2c5f52545bd2,86,1.0,4,desktop,North Claudiaton,5,Dell XPS 13,electronics,1099.99,2024-04-28T03:26:03.907196
b914dfef-e5d1-4473-a263-b555788b7344,34,23.0,0,mobile,Johnfort,15,Samsonite Spinner Luggage,accessories,0.0,2024-02-26T03:26:03.907285
64af2d5c-b83b-48fb-961c-b09003318570,59,,2,desktop,Alexport,18,Instant Pot Duo,home,0.0,2024-04-18T03:26:03.907636
7fb91edf-f8bb-40cd-9e6b-bca4c1cf4bfa,12,,4,mobile,Yvonnemouth,18,Instant Pot Duo,home,119.0,2024-01-20T03:26:03.907776
60966112-3001-4101-99ec-a922f22a8eb0,79,,4,desktop,Howardfort,23,Patagonia Rain Jacket,outdoor,149.0,2024-09-03T03:26:03.907919
a9fb6b3e-a6d9-4509-9a48-fb73889f83fd,71,,2,tablet,Sarahhaven,18,Instant Pot Duo,home,0.0,2024-06-01T03:26:03.908019
5d90fff2-7bcf-4b87-8ed5-efb2926839a7,83,,2,desktop,Adrianview,19,Lululemon Yoga Pants,fashion,0.0,2024-02-29T03:26:03.908124
f29a70ea-a4ad-4104-91c5-b33ffaba6595,20,35.0,0,mobile,Jenniferburgh,7,Coleman Sundome Tent,outdoor,0.0,2024-07-15T03:26:03.908222
485697ad-b249-4881-a693-bef43470f3e3,43,36.0,0,mobile,Archerville,27,Theragun Elite,fitness,0.0,2024-05-20T03:26:03.908419
05f77aa5-7480-4b3d-aa14-1a8abb1d616f,8,18.0,2,desktop,Matthewside,31,Weber Charcoal Grill,home,0.0,2024-06-27T03:26:03.908537
00e42677-f109-4ce5-a0be-d6d8ee902d50,96,,2,mobile,New Laurenstad,28,Roku Streaming Stick 4K,electronics,0.0,2024-09-04T03:26:03.908638
394676bb-3465-4c87-b345-33fe495a5c33,42,13.0,1,mobile,Andersonberg,3,Hydro Flask,beverages,0.0,2024-06-06T03:26:03.908773
c6e872c2-c960-41b3-9830-9c8870ab2ae1,88,28.0,4,mobile,Port Elizabeth,17,Dyson V15 Vacuum,home,699.99,2024-08-15T03:26:03.908871
5974a1d0-242f-4342-b4c4-eb4c403d020b,16,,4,desktop,Andersenside,12,Yeti Tumbler,beverages,30.0,2024-07-28T03:26:03.908998
f15e68d1-32f8-4b8d-a3f2-1fa2f7e58fa9,45,29.0,0,tablet,Lyonsland,37,Samsung 4K UHD TV,electronics,0.0,2024-11-18T03:26:03.909137
c79c81df-1141-4517-9be1-2475089d70ed,29,6.0,4,desktop,Thomasport,38,Columbia Rain Pants,outdoor,89.99,2024-04-19T03:26:03.909254
fb9bba18-267b-4512-9381-0309b518c161,65,,2,mobile,Michaelland,5,Dell XPS 13,electronics,0.0,2024-07-25T03:26:03.909412
410ce124-282d-42d3-b6e3-23f2ebea41bb,2,,4,tablet,Port Robin,9,Galaxy S21,electronics,799.99,2024-04-15T03:26:03.909535
539f85a2-bd72-4792-9db1-fae35d546906,74,36.0,1,mobile,New Emma,5,Dell XPS 13,electronics,0.0,2024-02-17T03:26:03.909635
0c4fcdd4-f965-4e47-9c6d-ac1b0797e478,86,,2,desktop,Sparksborough,30,Tile Mate (4-Pack),electronics,0.0,2024-12-14T03:26:03.909778
6530f6c7-85b2-4bcb-91fa-da33a22096c3,77,,4,desktop,Port Matthewtown,13,Fitbit Charge 5,fitness,129.95,2024-11-08T03:26:03.909901
46625a53-39bb-4010-be52-1950359a6384,77,36.0,0,desktop,Knappton,35,Google Nest Hub,electronics,0.0,2024-09-04T03:26:03.910028
c2fe2306-675e-4d7e-8db6-5649d220d9ea,62,36.0,4,desktop,Port Michaelton,5,Dell XPS 13,electronics,1099.99,2024-10-29T03:26:03.910133
21cb2e7e-8953-49cd-8488-3e8561f83be3,33,,2,tablet,Danielburgh,31,Weber Charcoal Grill,home,0.0,2024-12-09T03:26:03.910228
9e31d30b-e5e5-4990-9cbd-8defaf7772f8,93,,2,desktop,Thomasview,35,Google Nest Hub,electronics,0.0,2024-01-07T03:26:03.910371
688c7473-d9c3-4e7e-8489-8774e565982c,29,28.0,4,desktop,Gonzalezhaven,20,Ray-Ban Aviator Sunglasses,accessories,179.99,2024-11-29T03:26:03.910515
261c0f6f-020e-4c0f-847f-f94cde6cc974,92,,4,tablet,Port Lukemouth,3,Hydro Flask,beverages,45.0,2024-03-23T03:26:03.910619
79704b11-c1dc-42d3-8b8c-9b6a4c5b9e16,28,5.0,2,mobile,Lake Kathyview,26,Nespresso Vertuo Plus,home,0.0,2024-07-14T03:26:03.910716
8d772e0f-2cb8-45bd-a8c8-a1a9d57354f1,12,,4,desktop,Perezborough,21,Echo Dot (5th Gen),electronics,49.99,2024-02-19T03:26:03.910839
8a7e9ab7-b87f-44ec-b525-370d1ad5b030,34,18.0,2,desktop,Williamsmouth,38,Columbia Rain Pants,outdoor,0.0,2024-08-18T03:26:03.910965
ca4e3478-0ed2-471f-81c9-f0a0cc3dc174,27,,4,desktop,Laurashire,11,Apple Watch Series 7,electronics,399.0,2024-06-01T03:26:03.911061
0b272dd2-3664-4193-ad0c-cac9ec59b173,6,34.0,0,mobile,Abigailhaven,30,Tile Mate (4-Pack),electronics,0.0,2024-09-26T03:26:03.911163
52e72b12-c404-4485-86a3-2d63460859f6,19,,4,desktop,West Kevin,5,Dell XPS 13,electronics,1099.99,2024-05-08T03:26:03.911259
4d01ee8c-7a28-4e0b-8a21-9272119a12a4,11,,2,mobile,North Charlesfurt,38,Columbia Rain Pants,outdoor,0.0,2024-06-17T03:26:03.911408
af685a83-02fa-4533-975f-b46cbee38980,50,,2,tablet,Port Gabriel,9,Galaxy S21,electronics,0.0,2024-12-09T03:26:03.911533
